cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P5498,Tênis Masculino,168.69,96.77,71.92,NF339011,jcyqjc@email.com,2025-03-12,2025-03-13,PB,P,Online,Cartão
P5499,Tênis Feminino,113.26,79.62,33.64,NF114158,wdrwwm@email.com,2026-02-23,2026-02-23,RJ,M,Online,Boleto
P5500,Calça Masculina,504.64,267.37,237.27,NF533663,ehuhzd@email.com,2025-12-07,2025-12-08,SP,36,Loja,Boleto
P5501,Calça Masculina,403.47,203.68,199.79,NF207607,krmjyu@email.com,2025-08-25,2025-08-28,MG,42,Loja,Boleto
P5502,Camiseta Masculina,357.77,207.61,150.16,NF914060,slbwia@email.com,2025-07-18,2025-07-22,SP,40,Loja,Dinheiro
P5503,Calça Masculina,416.81,234.88,181.93,NF583553,gbqnmw@email.com,2025-05-13,2025-05-13,SP,36,Loja,Pix
P5504,Tênis Feminino,276.72,140.29,136.43,NF624935,vhypqo@email.com,2026-04-08,2026-04-12,SC,39,Online,Pix
P5505,Tênis Masculino,159.37,109.35,50.02,NF505878,voprva@email.com,2025-07-30,2025-08-04,SC,40,Loja,Dinheiro
P5506,Calça Feminina,104.11,57.35,46.76,NF426758,pcdptz@email.com,2026-01-11,2026-01-12,PB,42,Online,Cartão
P5507,Calça Masculina,119.92,86.59,33.33,NF771302,wdnkpc@email.com,2025-07-24,2025-07-28,PR,37,Online,Cartão
P5508,Calça Masculina,306.4,189.55,116.85,NF889345,hkmwpr@email.com,2025-01-12,2025-01-17,SC,37,Loja,Pix
P5509,Calça Masculina,411.48,213.66,197.82,NF205663,tqyaoq@email.com,2026-01-13,2026-01-14,RJ,40,Online,Cartão
P5510,Tênis Masculino,258.55,135.58,122.97,NF813739,bqbutv@email.com,2026-03-12,2026-03-15,PE,M,Online,Pix
P5511,Calça Masculina,288.1,176.5,111.6,NF672475,nikcgh@email.com,2025-07-08,2025-07-08,RS,42,Online,Cartão
P5512,Camiseta Masculina,140.56,105.47,35.09,NF206396,squujt@email.com,2025-06-13,2025-06-17,SP,42,Online,Pix
P5513,Tênis Masculino,469.64,282.64,187.0,NF500382,nndkig@email.com,2025-09-11,2025-09-16,SC,38,Online,Boleto
P5514,Calça Feminina,430.49,264.49,166.0,NF437807,zbwkcp@email.com,2025-11-07,2025-11-11,RJ,G,Online,Cartão
P5515,Camiseta Masculina,162.95,119.62,43.33,NF971806,zqfevj@email.com,2026-02-13,2026-02-17,BA,39,Online,Dinheiro
P5516,Camiseta Masculina,267.82,173.86,93.96,NF222423,isedzf@email.com,2025-08-03,2025-08-04,PE,37,Online,Dinheiro
P5517,Tênis Feminino,539.97,294.48,245.49,NF425746,sajqes@email.com,2025-11-25,2025-11-25,MG,42,Loja,Cartão
P5518,Calça Masculina,398.47,253.01,145.46,NF420436,pqgayr@email.com,2025-07-13,2025-07-14,RS,G,Loja,Dinheiro
P5519,Tênis Feminino,367.54,213.13,154.41,NF713177,amogcu@email.com,2025-07-23,2025-07-28,SC,38,Online,Dinheiro
P5520,Tênis Feminino,136.89,101.39,35.5,NF633969,zktlnh@email.com,2025-06-20,2025-06-21,RJ,P,Loja,Pix
P5521,Calça Feminina,244.1,147.09,97.01,NF495431,ibrufn@email.com,2025-07-14,2025-07-14,PE,M,Loja,Dinheiro
P5522,Tênis Feminino,176.2,113.77,62.43,NF111200,kkxifm@email.com,2025-09-24,2025-09-25,BA,37,Loja,Pix
P5523,Calça Feminina,157.32,103.72,53.6,NF287576,ruqejx@email.com,2025-10-19,2025-10-20,PR,42,Online,Cartão
P5524,Calça Feminina,449.87,287.22,162.65,NF217765,abakpp@email.com,2025-05-12,2025-05-17,RJ,42,Online,Dinheiro
P5525,Tênis Feminino,335.53,179.4,156.13,NF514181,ikalux@email.com,2025-09-24,2025-09-29,MG,42,Loja,Dinheiro
P5526,Calça Masculina,197.96,101.31,96.65,NF884098,eoyvfd@email.com,2025-08-05,2025-08-10,BA,G,Loja,Boleto
P5527,Tênis Feminino,149.53,115.89,33.64,NF723449,rovvov@email.com,2025-09-04,2025-09-05,RS,38,Online,Pix
P5528,Calça Masculina,138.91,102.61,36.3,NF494649,whnmcb@email.com,2025-12-05,2025-12-08,SP,36,Online,Dinheiro
P5529,Tênis Masculino,248.11,178.8,69.31,NF902245,dsundj@email.com,2025-04-24,2025-04-28,RS,39,Online,Dinheiro
P5530,Camiseta Masculina,334.03,209.9,124.13,NF847754,upxcih@email.com,2025-10-18,2025-10-23,SP,37,Online,Dinheiro
P5531,Calça Masculina,129.42,105.16,24.26,NF517124,kbzfny@email.com,2026-01-23,2026-01-26,PE,37,Loja,Cartão
P5532,Camiseta Masculina,178.43,108.97,69.46,NF828523,tgjnvj@email.com,2026-03-30,2026-04-04,CE,P,Online,Pix
P5533,Calça Feminina,237.06,140.37,96.69,NF587737,bgvefi@email.com,2025-03-08,2025-03-09,SP,39,Loja,Cartão
P5534,Tênis Feminino,207.05,106.18,100.87,NF365589,mqpdcl@email.com,2025-07-26,2025-07-31,RJ,38,Online,Dinheiro
P5535,Calça Feminina,317.89,189.41,128.48,NF774826,svrzrq@email.com,2026-02-16,2026-02-17,RS,41,Online,Dinheiro
P5536,Tênis Feminino,518.54,283.04,235.5,NF487749,usjumb@email.com,2025-06-11,2025-06-16,MG,G,Online,Dinheiro
P5537,Calça Feminina,155.62,128.74,26.88,NF478576,arnqvs@email.com,2025-12-06,2025-12-07,PE,P,Online,Pix
P5538,Camiseta Masculina,220.77,176.21,44.56,NF768088,ghiafk@email.com,2025-08-04,2025-08-07,PE,G,Loja,Cartão
P5539,Camiseta Feminina,148.06,117.82,30.24,NF292263,zkbrzy@email.com,2025-08-11,2025-08-16,PE,42,Loja,Cartão
P5540,Calça Feminina,95.13,59.58,35.55,NF611157,thwmqb@email.com,2025-09-06,2025-09-06,SP,P,Online,Dinheiro
P5541,Calça Feminina,439.36,236.68,202.68,NF161525,pqeytr@email.com,2026-03-10,2026-03-15,PB,42,Online,Cartão
P5542,Camiseta Masculina,187.89,94.85,93.04,NF130319,qxekng@email.com,2025-07-24,2025-07-27,RJ,37,Online,Dinheiro
P5543,Calça Feminina,437.58,228.77,208.81,NF750520,jqiztb@email.com,2025-11-24,2025-11-24,RS,39,Online,Pix
P5544,Tênis Masculino,70.15,50.19,19.96,NF789016,kvfbux@email.com,2025-06-18,2025-06-21,BA,41,Loja,Pix
P5545,Calça Masculina,358.94,202.15,156.79,NF534640,zbrxam@email.com,2025-07-06,2025-07-11,PB,40,Loja,Boleto
P5546,Camiseta Feminina,248.95,196.09,52.86,NF718456,ejnyva@email.com,2025-07-04,2025-07-05,PE,P,Online,Cartão
P5547,Calça Feminina,503.2,274.06,229.14,NF352796,vmibep@email.com,2025-10-11,2025-10-12,SP,37,Online,Pix
P5548,Tênis Feminino,258.8,180.3,78.5,NF856461,cttoli@email.com,2025-04-16,2025-04-19,PE,M,Loja,Cartão
P5549,Tênis Feminino,303.18,200.89,102.29,NF857057,emphkn@email.com,2025-04-12,2025-04-15,RJ,40,Loja,Boleto
P5550,Calça Feminina,271.79,164.82,106.97,NF115340,rqopqe@email.com,2025-02-26,2025-02-27,RS,40,Loja,Boleto
P5551,Camiseta Masculina,224.29,153.13,71.16,NF220790,bkovqt@email.com,2026-04-26,2026-04-27,RJ,37,Online,Cartão
P5552,Tênis Feminino,80.39,56.69,23.7,NF333210,irdvls@email.com,2025-04-03,2025-04-05,SC,41,Online,Pix
P5553,Tênis Feminino,102.73,52.56,50.17,NF868405,xlzhxt@email.com,2025-06-17,2025-06-22,PR,41,Online,Pix
P5554,Camiseta Feminina,361.27,186.15,175.12,NF856862,hyttxr@email.com,2025-07-05,2025-07-09,PE,40,Loja,Boleto
P5555,Camiseta Masculina,343.86,229.99,113.87,NF744921,imkojk@email.com,2026-02-17,2026-02-17,BA,40,Online,Dinheiro
P5556,Tênis Masculino,222.86,139.09,83.77,NF946708,lpfuhg@email.com,2025-02-06,2025-02-08,SC,P,Loja,Cartão
P5557,Tênis Feminino,214.32,108.5,105.82,NF262331,jbpijo@email.com,2025-12-29,2026-01-03,MG,42,Loja,Cartão
P5558,Calça Feminina,500.21,266.97,233.24,NF719721,ywiqvi@email.com,2026-01-10,2026-01-14,PE,38,Loja,Cartão
P5559,Camiseta Feminina,328.04,193.98,134.06,NF161152,hnucdh@email.com,2026-03-03,2026-03-08,PR,M,Online,Cartão
P5560,Tênis Feminino,79.18,60.62,18.56,NF684989,fwapjy@email.com,2025-02-17,2025-02-21,CE,P,Loja,Boleto
P5561,Calça Masculina,389.51,237.44,152.07,NF741587,nvmbxv@email.com,2025-04-04,2025-04-09,PB,40,Loja,Pix
P5562,Tênis Feminino,235.83,163.71,72.12,NF606455,blwsce@email.com,2025-03-28,2025-04-01,SP,39,Online,Dinheiro
P5563,Camiseta Masculina,72.46,58.09,14.37,NF319427,nnsynn@email.com,2025-11-29,2025-12-01,PE,37,Loja,Boleto
P5564,Tênis Masculino,539.83,284.65,255.18,NF297009,sxuxps@email.com,2025-06-29,2025-06-29,PB,37,Loja,Cartão
P5565,Calça Masculina,90.11,55.04,35.07,NF836511,lvfuex@email.com,2025-03-05,2025-03-05,MG,G,Online,Dinheiro
P5566,Tênis Masculino,359.45,247.04,112.41,NF566685,iwjibo@email.com,2025-01-09,2025-01-12,PE,P,Loja,Dinheiro
P5567,Camiseta Feminina,88.11,63.73,24.38,NF474874,besete@email.com,2025-08-28,2025-09-02,SC,39,Online,Pix
P5568,Camiseta Feminina,187.48,116.15,71.33,NF981048,xcjqpn@email.com,2025-12-13,2025-12-16,RJ,42,Loja,Cartão
P5569,Calça Masculina,258.28,166.18,92.1,NF838118,wzfkgb@email.com,2025-11-02,2025-11-02,PB,41,Loja,Pix
P5570,Camiseta Feminina,473.32,247.16,226.16,NF852202,rtpimv@email.com,2025-04-11,2025-04-13,RS,37,Online,Boleto
P5571,Camiseta Masculina,517.65,262.43,255.22,NF204195,vupfqj@email.com,2025-03-02,2025-03-02,SP,36,Loja,Cartão
P5572,Tênis Masculino,416.43,288.6,127.83,NF233910,fjqccc@email.com,2025-09-26,2025-09-28,MG,G,Online,Boleto
P5573,Tênis Feminino,143.35,96.27,47.08,NF450117,kwlzuq@email.com,2025-05-09,2025-05-10,RS,39,Loja,Pix
P5574,Tênis Feminino,413.23,212.23,201.0,NF962418,yitmla@email.com,2025-11-17,2025-11-21,RS,39,Loja,Dinheiro
P5575,Camiseta Feminina,252.56,132.58,119.98,NF976748,akxnqn@email.com,2025-01-26,2025-01-27,SP,39,Online,Pix
P5576,Camiseta Feminina,422.09,288.21,133.88,NF471321,xrmwdt@email.com,2025-03-09,2025-03-10,SC,M,Online,Cartão
P5577,Camiseta Masculina,383.11,220.12,162.99,NF298746,qdmfsr@email.com,2025-11-11,2025-11-13,PR,38,Online,Cartão
P5578,Calça Masculina,295.27,238.52,56.75,NF533193,wnhrjs@email.com,2025-11-03,2025-11-06,PB,P,Online,Cartão
P5579,Tênis Masculino,237.51,134.42,103.09,NF597087,apmvgg@email.com,2025-04-09,2025-04-13,BA,40,Online,Pix
P5580,Camiseta Masculina,501.55,252.55,249.0,NF612246,fqmudq@email.com,2025-07-25,2025-07-30,PR,G,Loja,Cartão
P5581,Calça Feminina,241.94,143.82,98.12,NF983532,pdjotz@email.com,2025-10-31,2025-11-04,RS,M,Online,Dinheiro
P5582,Camiseta Masculina,302.37,233.91,68.46,NF944889,bbkcyd@email.com,2025-04-29,2025-05-02,PR,P,Loja,Cartão
P5583,Tênis Feminino,153.39,125.29,28.1,NF288848,yrlzta@email.com,2025-02-21,2025-02-23,PR,40,Online,Dinheiro
P5584,Calça Masculina,146.32,103.24,43.08,NF158336,acbeww@email.com,2025-07-25,2025-07-29,PR,42,Loja,Cartão
P5585,Calça Masculina,269.71,135.78,133.93,NF192509,upatpo@email.com,2025-11-24,2025-11-27,SP,P,Online,Cartão
P5586,Tênis Feminino,174.79,135.3,39.49,NF387701,jzgsgf@email.com,2025-01-22,2025-01-25,PB,41,Online,Boleto
P5587,Tênis Feminino,351.89,283.21,68.68,NF181972,ndjglo@email.com,2025-12-12,2025-12-12,PB,P,Online,Dinheiro
P5588,Calça Masculina,386.07,274.52,111.55,NF816626,dgzwgj@email.com,2025-04-28,2025-04-30,PB,36,Online,Dinheiro
P5589,Tênis Feminino,182.69,113.04,69.65,NF633635,vdzccq@email.com,2026-04-26,2026-04-28,SP,39,Online,Dinheiro
P5590,Camiseta Masculina,238.16,154.78,83.38,NF101357,hedagc@email.com,2025-12-16,2025-12-21,RJ,G,Loja,Dinheiro
P5591,Camiseta Feminina,156.41,121.8,34.61,NF316276,cztvfz@email.com,2025-12-22,2025-12-22,MG,37,Online,Cartão
P5592,Tênis Masculino,398.76,264.35,134.41,NF802405,yridpu@email.com,2026-01-11,2026-01-15,RJ,38,Online,Pix
P5593,Camiseta Masculina,76.36,52.74,23.62,NF802175,uyrzts@email.com,2025-11-12,2025-11-12,PR,36,Loja,Pix
P5594,Camiseta Feminina,278.83,143.94,134.89,NF710444,qojkht@email.com,2025-12-12,2025-12-14,PR,G,Online,Dinheiro
P5595,Camiseta Feminina,345.88,197.71,148.17,NF658759,zxnfpe@email.com,2025-07-02,2025-07-05,PR,38,Loja,Boleto
P5596,Calça Feminina,367.19,248.72,118.47,NF506378,ywjzdg@email.com,2025-02-18,2025-02-18,PB,36,Loja,Dinheiro
P5597,Tênis Feminino,455.9,263.91,191.99,NF309950,rrcahp@email.com,2025-12-28,2025-12-31,PB,37,Loja,Pix
P5598,Camiseta Masculina,330.41,258.79,71.62,NF248459,egwncv@email.com,2025-08-09,2025-08-13,PR,G,Loja,Pix
P5599,Calça Masculina,272.37,147.36,125.01,NF431447,rvswsg@email.com,2025-11-02,2025-11-05,SC,37,Online,Pix
P5600,Tênis Masculino,159.23,131.82,27.41,NF311603,pcnxvb@email.com,2025-07-09,2025-07-14,PR,36,Loja,Pix
P5601,Tênis Feminino,125.33,82.93,42.4,NF699601,eegbwo@email.com,2025-01-27,2025-01-28,PE,39,Online,Boleto
P5602,Tênis Masculino,423.51,244.48,179.03,NF799590,estdzh@email.com,2025-10-06,2025-10-08,MG,36,Loja,Cartão
P5603,Calça Masculina,220.98,177.15,43.83,NF498903,crbjot@email.com,2025-10-15,2025-10-16,CE,39,Online,Boleto
P5604,Calça Feminina,116.25,71.62,44.63,NF873269,sabcsd@email.com,2025-02-26,2025-03-03,MG,37,Loja,Dinheiro
P5605,Tênis Masculino,505.17,287.32,217.85,NF651842,ftqjjx@email.com,2025-07-19,2025-07-23,RS,P,Loja,Boleto
P5606,Camiseta Masculina,230.81,145.29,85.52,NF900670,bbhcfz@email.com,2025-04-05,2025-04-09,RS,M,Online,Pix
P5607,Tênis Masculino,102.1,84.51,17.59,NF905549,uxfelt@email.com,2026-03-20,2026-03-23,PB,P,Online,Pix
P5608,Tênis Masculino,232.59,147.66,84.93,NF140662,nncoqy@email.com,2025-12-10,2025-12-10,BA,38,Online,Dinheiro
P5609,Calça Masculina,256.83,167.27,89.56,NF980708,xnoyfl@email.com,2025-05-11,2025-05-15,CE,36,Online,Pix
P5610,Camiseta Masculina,453.24,244.24,209.0,NF766350,ecizwt@email.com,2025-06-25,2025-06-27,PR,36,Loja,Boleto
P5611,Tênis Masculino,352.4,288.54,63.86,NF298178,ulimix@email.com,2025-05-27,2025-05-31,RJ,39,Online,Dinheiro
P5612,Camiseta Feminina,364.68,277.98,86.7,NF123833,kmypbb@email.com,2025-12-08,2025-12-11,SC,42,Loja,Boleto
P5613,Camiseta Masculina,249.42,146.7,102.72,NF695232,iyueqq@email.com,2025-06-14,2025-06-18,PR,42,Loja,Pix
P5614,Camiseta Masculina,390.73,206.73,184.0,NF125027,mhnabc@email.com,2025-03-10,2025-03-15,PR,42,Loja,Dinheiro
P5615,Tênis Feminino,298.55,166.05,132.5,NF852073,cwsdge@email.com,2025-03-22,2025-03-24,PB,G,Loja,Pix
P5616,Camiseta Masculina,102.32,54.58,47.74,NF670858,ielqrs@email.com,2025-02-10,2025-02-14,SC,38,Loja,Boleto
P5617,Calça Feminina,563.48,294.69,268.79,NF151227,gsblkz@email.com,2026-01-20,2026-01-22,PE,M,Online,Pix
P5618,Camiseta Feminina,259.63,180.32,79.31,NF374792,wvcedv@email.com,2025-01-29,2025-01-30,BA,41,Online,Pix
P5619,Tênis Masculino,88.61,67.27,21.34,NF273415,rqzbbp@email.com,2025-05-30,2025-05-31,SP,38,Online,Boleto
P5620,Calça Feminina,122.31,93.99,28.32,NF934573,kztypa@email.com,2026-01-11,2026-01-14,SP,37,Loja,Pix
P5621,Calça Feminina,316.55,233.29,83.26,NF532237,eqhblx@email.com,2026-04-29,2026-05-01,BA,37,Loja,Cartão
P5622,Tênis Feminino,316.79,166.82,149.97,NF677829,qndjsq@email.com,2025-07-11,2025-07-12,PR,42,Loja,Boleto
P5623,Calça Masculina,462.08,238.78,223.3,NF493954,whkglo@email.com,2025-04-07,2025-04-11,RS,G,Online,Boleto
P5624,Camiseta Masculina,411.79,273.16,138.63,NF403853,otqhvl@email.com,2025-09-10,2025-09-11,PB,38,Online,Dinheiro
P5625,Tênis Feminino,446.24,266.59,179.65,NF695462,eoykgj@email.com,2025-09-29,2025-09-29,BA,38,Online,Cartão
P5626,Tênis Masculino,471.74,256.16,215.58,NF577695,zofrzw@email.com,2025-05-02,2025-05-03,MG,42,Online,Pix
P5627,Camiseta Masculina,350.17,246.52,103.65,NF603858,ylzjwk@email.com,2025-04-07,2025-04-08,PB,42,Online,Boleto
P5628,Calça Masculina,337.61,171.5,166.11,NF853771,tsmnsx@email.com,2025-08-29,2025-09-03,MG,37,Online,Cartão
P5629,Camiseta Feminina,122.95,61.72,61.23,NF901853,vtbuqw@email.com,2025-01-23,2025-01-25,PB,37,Online,Cartão
P5630,Camiseta Masculina,119.74,81.12,38.62,NF229546,okuvom@email.com,2025-01-05,2025-01-09,CE,P,Online,Pix
P5631,Tênis Masculino,199.87,103.29,96.58,NF493774,qtpuyb@email.com,2025-02-24,2025-02-27,PE,P,Online,Cartão
P5632,Camiseta Masculina,303.31,245.09,58.22,NF214808,hzjxif@email.com,2026-03-30,2026-04-03,SP,40,Loja,Pix
P5633,Camiseta Masculina,157.87,107.24,50.63,NF600100,hwsjha@email.com,2025-04-09,2025-04-13,RS,P,Loja,Boleto
P5634,Tênis Masculino,144.6,109.52,35.08,NF165703,tibxfc@email.com,2025-08-17,2025-08-17,CE,M,Online,Boleto
P5635,Calça Masculina,465.97,261.13,204.84,NF447976,rqqkve@email.com,2025-06-25,2025-06-27,CE,42,Online,Dinheiro
P5636,Tênis Masculino,504.92,276.28,228.64,NF397324,rdfdxt@email.com,2025-03-06,2025-03-06,PE,38,Online,Cartão
P5637,Tênis Masculino,128.12,68.93,59.19,NF885017,otgykd@email.com,2025-12-10,2025-12-10,RJ,P,Loja,Pix
P5638,Calça Masculina,204.54,128.87,75.67,NF968492,dzrdcw@email.com,2025-12-08,2025-12-10,CE,36,Online,Boleto
P5639,Calça Masculina,367.21,234.53,132.68,NF126229,hyqese@email.com,2025-01-07,2025-01-12,SC,38,Loja,Pix
P5640,Calça Masculina,173.58,96.2,77.38,NF495000,ivwmun@email.com,2025-04-14,2025-04-17,CE,36,Loja,Dinheiro
P5641,Tênis Feminino,422.88,293.31,129.57,NF474613,afkowi@email.com,2025-12-17,2025-12-17,PR,36,Loja,Boleto
P5642,Calça Masculina,398.64,271.39,127.25,NF120186,glaigr@email.com,2025-04-26,2025-04-27,RJ,P,Online,Boleto
P5643,Tênis Feminino,134.17,111.67,22.5,NF653960,kkidyq@email.com,2025-01-25,2025-01-29,RJ,40,Online,Pix
P5644,Calça Feminina,243.26,137.72,105.54,NF466301,daapix@email.com,2026-04-17,2026-04-17,RS,42,Loja,Pix
P5645,Camiseta Feminina,392.81,263.6,129.21,NF979728,lfjqxd@email.com,2026-01-11,2026-01-16,SP,39,Online,Dinheiro
P5646,Tênis Feminino,107.85,70.81,37.04,NF572304,xptorl@email.com,2025-02-27,2025-03-03,SP,P,Loja,Boleto
P5647,Calça Feminina,341.73,210.12,131.61,NF514394,zsrlqr@email.com,2025-04-30,2025-05-05,PB,36,Online,Boleto
P5648,Calça Masculina,142.94,76.83,66.11,NF607800,sgismn@email.com,2025-12-05,2025-12-10,RS,G,Online,Dinheiro
P5649,Calça Feminina,83.81,61.44,22.37,NF114738,sprmbv@email.com,2025-04-09,2025-04-12,RJ,40,Loja,Pix
P5650,Calça Masculina,330.01,189.93,140.08,NF979904,lxgpst@email.com,2025-10-23,2025-10-26,CE,39,Loja,Cartão
P5651,Camiseta Masculina,309.6,200.91,108.69,NF898327,cxocuc@email.com,2025-11-26,2025-11-26,SC,42,Loja,Boleto
P5652,Camiseta Feminina,431.03,261.78,169.25,NF607581,barcng@email.com,2025-03-07,2025-03-07,CE,42,Loja,Cartão
P5653,Tênis Feminino,90.61,68.35,22.26,NF968393,vimrvh@email.com,2026-04-26,2026-04-28,SP,37,Online,Pix
P5654,Tênis Feminino,366.41,189.27,177.14,NF386345,yfvwok@email.com,2025-03-27,2025-04-01,CE,41,Online,Dinheiro
P5655,Calça Feminina,300.41,224.54,75.87,NF747682,bcowyr@email.com,2025-08-21,2025-08-21,PR,42,Online,Cartão
P5656,Tênis Feminino,335.08,206.52,128.56,NF456333,bwivai@email.com,2025-07-25,2025-07-27,RS,M,Online,Dinheiro
P5657,Tênis Masculino,468.04,246.65,221.39,NF339880,npyvtd@email.com,2025-01-06,2025-01-11,SC,41,Loja,Dinheiro
P5658,Tênis Masculino,322.33,235.48,86.85,NF741634,znkgcb@email.com,2025-10-05,2025-10-09,PB,G,Loja,Boleto
P5659,Calça Feminina,339.31,205.08,134.23,NF247407,dyhtdq@email.com,2025-05-22,2025-05-24,SP,41,Loja,Pix
P5660,Tênis Feminino,464.94,260.84,204.1,NF851194,uepyix@email.com,2025-06-11,2025-06-14,CE,39,Online,Boleto
P5661,Tênis Masculino,91.2,57.66,33.54,NF549475,rcgmft@email.com,2026-03-07,2026-03-08,PR,M,Loja,Cartão
P5662,Calça Feminina,366.48,292.23,74.25,NF849728,afughf@email.com,2025-04-17,2025-04-17,RJ,36,Online,Dinheiro
P5663,Calça Masculina,525.63,273.36,252.27,NF618183,jxnkzd@email.com,2025-05-05,2025-05-08,SP,38,Loja,Cartão
P5664,Camiseta Masculina,409.0,276.0,133.0,NF886716,eieshj@email.com,2026-02-05,2026-02-05,SC,40,Online,Pix
P5665,Calça Masculina,170.53,130.88,39.65,NF887933,iekdir@email.com,2025-01-07,2025-01-08,BA,P,Loja,Dinheiro
P5666,Camiseta Masculina,151.91,120.25,31.66,NF758518,ixgfzq@email.com,2025-06-19,2025-06-20,PE,G,Online,Dinheiro
P5667,Calça Feminina,250.42,163.1,87.32,NF371562,lzifar@email.com,2025-01-06,2025-01-06,PB,37,Loja,Pix
P5668,Camiseta Feminina,241.71,150.13,91.58,NF110348,cnsgui@email.com,2025-07-29,2025-08-01,PE,36,Loja,Cartão
P5669,Calça Masculina,493.95,264.17,229.78,NF596177,ikjryw@email.com,2026-03-18,2026-03-19,SP,39,Loja,Pix
P5670,Tênis Feminino,438.19,293.08,145.11,NF554105,piaimc@email.com,2025-09-25,2025-09-26,MG,42,Loja,Boleto
P5671,Calça Masculina,109.54,65.91,43.63,NF475088,ajhlxg@email.com,2025-01-02,2025-01-05,PB,40,Online,Cartão
P5672,Camiseta Masculina,302.27,236.09,66.18,NF162813,ziaqhi@email.com,2025-02-12,2025-02-14,RJ,38,Online,Boleto
P5673,Camiseta Feminina,383.0,248.05,134.95,NF465145,cfplod@email.com,2025-05-28,2025-05-29,MG,G,Loja,Pix
P5674,Tênis Masculino,231.88,132.42,99.46,NF382381,jpspla@email.com,2025-12-19,2025-12-19,CE,39,Loja,Boleto
P5675,Tênis Feminino,321.09,253.56,67.53,NF474081,wxvvwu@email.com,2025-01-09,2025-01-12,SP,G,Online,Pix
P5676,Calça Masculina,106.9,57.95,48.95,NF612828,eyepod@email.com,2025-05-13,2025-05-14,PB,37,Loja,Cartão
P5677,Tênis Feminino,85.82,55.98,29.84,NF276369,mywsxo@email.com,2026-01-15,2026-01-16,RJ,M,Online,Boleto
P5678,Calça Masculina,127.42,83.2,44.22,NF755406,vggnhk@email.com,2026-03-07,2026-03-10,SP,P,Online,Pix
P5679,Camiseta Masculina,291.09,149.32,141.77,NF152032,lcmtsl@email.com,2026-03-29,2026-04-03,PB,36,Online,Dinheiro
P5680,Camiseta Masculina,299.24,238.0,61.24,NF491714,jamzwm@email.com,2025-05-10,2025-05-13,RS,M,Online,Pix
P5681,Calça Feminina,361.39,268.68,92.71,NF799426,yzvmer@email.com,2025-07-16,2025-07-20,BA,40,Loja,Pix
P5682,Camiseta Feminina,363.14,215.41,147.73,NF158344,hvxqac@email.com,2025-01-15,2025-01-19,PR,39,Online,Boleto
P5683,Camiseta Masculina,319.96,167.83,152.13,NF308377,lfsthm@email.com,2025-11-28,2025-11-28,BA,42,Loja,Boleto
P5684,Tênis Masculino,390.9,218.23,172.67,NF195201,peawcg@email.com,2025-09-03,2025-09-04,BA,41,Online,Cartão
P5685,Tênis Masculino,317.38,181.36,136.02,NF866627,yokfxz@email.com,2025-05-26,2025-05-26,RJ,41,Online,Boleto
P5686,Camiseta Feminina,312.34,187.69,124.65,NF965287,jiymlm@email.com,2026-02-22,2026-02-27,RS,42,Loja,Cartão
P5687,Calça Masculina,286.51,170.73,115.78,NF885654,ersgbt@email.com,2025-04-28,2025-05-01,SC,G,Online,Boleto
P5688,Calça Masculina,447.67,294.59,153.08,NF755445,rlwabw@email.com,2025-08-23,2025-08-28,SC,36,Online,Dinheiro
P5689,Tênis Feminino,283.59,234.0,49.59,NF365330,wtxney@email.com,2026-03-31,2026-03-31,PB,42,Loja,Cartão
P5690,Camiseta Masculina,173.87,128.62,45.25,NF785091,lvopvy@email.com,2026-03-08,2026-03-13,BA,40,Online,Boleto
P5691,Tênis Masculino,83.91,55.57,28.34,NF940892,ebhslb@email.com,2025-10-28,2025-11-02,RJ,41,Loja,Pix
P5692,Camiseta Feminina,429.77,297.03,132.74,NF748546,vvcfnr@email.com,2025-12-22,2025-12-23,RJ,37,Loja,Cartão
P5693,Camiseta Masculina,487.13,298.07,189.06,NF461870,bzrijt@email.com,2026-04-05,2026-04-09,CE,41,Loja,Boleto
P5694,Tênis Feminino,342.34,273.42,68.92,NF742657,wdlnip@email.com,2025-02-12,2025-02-13,RJ,40,Online,Cartão
P5695,Calça Feminina,445.12,237.31,207.81,NF602748,bmcpit@email.com,2025-12-24,2025-12-28,PR,P,Loja,Boleto
P5696,Calça Masculina,376.71,203.35,173.36,NF515461,pwhbbm@email.com,2025-08-31,2025-08-31,PB,39,Online,Dinheiro
P5697,Tênis Masculino,510.51,258.26,252.25,NF102204,mqxumq@email.com,2025-04-04,2025-04-08,SP,M,Online,Dinheiro
P5698,Camiseta Feminina,140.48,100.87,39.61,NF738088,kkchpb@email.com,2025-07-20,2025-07-24,MG,M,Loja,Pix
P5699,Camiseta Masculina,252.49,151.2,101.29,NF938697,fvingz@email.com,2026-04-01,2026-04-02,RJ,40,Online,Pix
